date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:40:58	196178/196178	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Oct%202017%2017:40:58%20GMT	https://www.facebook.com/help/?ref=pf	ionic/ionic%203%20docs/www.facebook.com/help/index30c2.html	(from https://www.facebook.com/)
18:40:58	249760/249760	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Oct%202017%2017:40:58%20GMT	https://www.facebook.com/careers/?ref=pf	ionic/ionic%203%20docs/www.facebook.com/careers/index30c2.html	(from https://www.facebook.com/)
18:40:59	187010/187010	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Oct%202017%2017:40:59%20GMT	https://www.facebook.com/login/dH2O	ionic/ionic%203%20docs/www.facebook.com/login/dH2O	(from https://www.facebook.com/login/identify?ctx=recover&lwv=110)
18:41:00	187003/187003	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Oct%202017%2017:41:00%20GMT	https://www.facebook.com/login/QYEj	ionic/ionic%203%20docs/www.facebook.com/login/QYEj	(from https://www.facebook.com/login/identify?ctx=recover&lwv=110)
18:41:01	0/-1	---M--	302	error ('')			https://www.facebook.com/campaign/landing.php?placement=pf_rhc&campaign_id=242449722530626&extra_1=auto	ionic/ionic%203%20docs/www.facebook.com/campaign/landing.31962c9.delayed	(from https://www.facebook.com/ionicframework/?ref=page_internal)
18:41:01	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Oct%202017%2017:41:00%20GMT	https://www.facebook.com/ads/preferences/?entry_product=ad_settings_screen	ionic/ionic%203%20docs/www.facebook.com/ads/preferences/indexf3d5.html	(from https://www.facebook.com/)
18:41:01	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Oct%202017%2017:41:00%20GMT	https://www.facebook.com/recover/initiate/	ionic/ionic%203%20docs/www.facebook.com/recover/initiate/index.html	(from https://www.facebook.com/login/identify?ctx=recover&lwv=110)
18:41:01	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Oct%202017%2017:41:01%20GMT	https://www.facebook.com/ionicframework/XoQO	ionic/ionic%203%20docs/www.facebook.com/ionicframework/XoQO	(from https://www.facebook.com/ionicframework/?ref=page_internal)
18:41:02	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Oct%202017%2017:41:02%20GMT	https://www.facebook.com/ionicframework/vwtR	ionic/ionic%203%20docs/www.facebook.com/ionicframework/vwtR	(from https://www.facebook.com/ionicframework/?ref=page_internal)
18:41:04	596930/596930	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Oct%202017%2017:41:03%20GMT	https://www.facebook.com/ionicframework/?hc_ref=ARRIS-3El2lzp7ocmlMtSgq8A3Rodk9QG_eKWGibe888cedjLCTSZ3BijFoJP9wCRQs&fref=nf	ionic/ionic%203%20docs/www.facebook.com/ionicframework/index95df.html	(from https://www.facebook.com/ionicframework/?ref=page_internal)
18:41:04	598059/598059	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Oct%202017%2017:41:03%20GMT	https://www.facebook.com/ionicframework/?hc_ref=ARSHPuaZ92TOyP9-H94_pB9ksEAWu25jv_xfjA_N8JRFMKFIvcFOkpJbQFSWDjJoWOU&fref=nf	ionic/ionic%203%20docs/www.facebook.com/ionicframework/indexb1cd.html	(from https://www.facebook.com/ionicframework/?ref=page_internal)
18:41:04	596480/596480	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Oct%202017%2017:41:03%20GMT	https://www.facebook.com/ionicframework/?ref=nf&hc_ref=ART8wfUcQLY-r0Z53WEQrx4m5JhUM-gwOe4iG_e47Y6qBUe8_CyiVdyDW9eCQtShDgE	ionic/ionic%203%20docs/www.facebook.com/ionicframework/index0cb5.html	(from https://www.facebook.com/ionicframework/?ref=page_internal)
18:41:04	596614/596614	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Oct%202017%2017:41:04%20GMT	https://www.facebook.com/ionicframework/?ref=nf&hc_ref=ARSC-_RDCl6c4Qr65tj_k6gIepZ-TDa5-p7nQhnC7in69yXn9kWIhbNHr-ySIXOaZRY	ionic/ionic%203%20docs/www.facebook.com/ionicframework/index3bcb.html	(from https://www.facebook.com/ionicframework/?ref=page_internal)
